# Track importado (planta cruda + cota REAL del DEM)
# kappa_1pm,elev_m,kerb,peralte_rad,semiancho_m
0.000113,9.02,0,0.0000,4.22
0.000091,8.99,0,0.0000,4.21
0.000078,8.96,0,0.0000,4.21
0.000069,8.90,0,0.0000,4.20
0.000061,8.85,0,0.0000,4.20
0.000038,8.78,0,0.0000,4.19
0.000029,8.72,0,0.0000,4.19
0.000023,8.66,0,0.0000,4.18
0.000005,8.58,0,0.0000,4.17
-0.000018,8.50,0,0.0000,4.17
-0.000020,8.41,0,0.0000,4.16
-0.000034,8.33,0,0.0000,4.16
-0.000048,8.25,0,0.0000,4.15
-0.000058,8.18,0,0.0000,4.15
-0.000066,8.11,0,0.0000,4.14
-0.000089,8.02,0,0.0000,4.13
-0.000099,7.94,0,0.0000,4.13
-0.000111,7.87,0,0.0000,4.12
-0.000122,7.81,0,0.0000,4.12
-0.000129,7.76,0,0.0000,4.11
-0.000149,7.73,0,0.0000,4.11
-0.000168,7.71,0,0.0000,4.10
-0.000174,7.68,0,0.0000,4.10
-0.000181,7.68,0,0.0000,4.09
-0.000200,7.69,0,0.0000,4.08
-0.000222,7.71,0,0.0000,4.08
-0.000220,7.75,0,0.0000,4.07
-0.000211,7.81,0,0.0000,4.07
-0.000160,7.90,0,0.0000,4.06
-0.000028,8.01,0,0.0000,4.06
0.000248,8.13,0,0.0000,4.05
0.000549,8.29,0,0.0044,4.04
0.000886,8.46,0,0.0066,4.04
0.001242,8.66,0,0.0091,4.03
0.001642,8.88,0,0.0117,4.01
0.002103,9.09,0,0.0144,3.99
0.002462,9.32,0,0.0172,3.97
0.002823,9.58,0,0.0206,3.94
0.003202,9.88,0,0.0246,3.92
0.003748,10.17,0,0.0293,3.90
0.004602,10.49,1,0.0352,3.91
0.005623,10.83,1,0.0427,3.94
0.006867,11.20,1,0.0512,3.98
0.008317,11.55,1,0.0598,4.01
0.010293,11.90,1,0.0674,4.03
0.011775,12.28,1,0.0734,4.04
0.012317,12.65,1,0.0766,4.05
0.012254,13.04,1,0.0761,4.05
0.011597,13.45,1,0.0722,4.06
0.010031,13.85,1,0.0657,4.06
0.007864,14.25,1,0.0577,4.07
0.006394,14.61,1,0.0492,4.08
0.005222,14.96,1,0.0412,4.09
0.004345,15.31,1,0.0346,4.10
0.003751,15.67,0,0.0299,4.11
0.003577,16.02,0,0.0263,4.14
0.003425,16.36,0,0.0231,4.18
0.003188,16.68,0,0.0199,4.24
0.002819,16.98,0,0.0163,4.29
0.002007,17.28,0,0.0121,4.35
0.001121,17.57,0,0.0075,4.41
0.000202,17.87,0,0.0000,4.46
-0.000628,18.14,0,0.0000,4.51
-0.001202,18.41,0,0.0000,4.55
-0.001154,18.69,0,0.0000,4.59
-0.000523,18.95,0,0.0000,4.64
0.000449,19.20,0,0.0000,4.68
0.001509,19.44,0,0.0000,4.73
0.002331,19.67,0,0.0000,4.77
0.001614,19.87,0,0.0000,4.81
-0.000235,20.05,0,-0.0158,4.86
-0.002990,20.21,0,-0.0347,4.90
-0.006537,20.37,1,-0.0602,4.95
-0.011492,20.52,1,-0.0906,4.99
-0.017426,20.64,1,-0.1047,5.03
-0.023115,20.75,1,-0.1047,5.10
-0.028797,20.86,1,-0.1047,5.20
-0.034317,20.94,1,-0.1047,5.41
-0.040981,21.01,1,-0.1047,5.57
-0.046256,21.05,1,-0.1047,5.72
-0.049458,21.08,1,-0.1047,5.88
-0.051972,21.10,1,-0.1047,6.07
-0.053676,21.11,1,-0.1047,6.27
-0.053361,21.11,1,-0.1047,6.46
-0.050533,21.10,1,-0.1047,6.64
-0.047450,21.07,1,-0.1047,6.77
-0.043679,21.05,1,-0.1047,6.84
-0.039302,21.02,1,-0.1047,6.89
-0.034267,21.01,1,-0.1047,6.90
-0.029599,21.01,1,-0.1047,6.87
-0.025562,20.99,1,-0.1047,6.84
-0.021784,20.96,1,-0.1047,6.82
-0.018388,20.94,1,-0.1047,6.86
-0.014681,20.91,1,-0.1047,6.95
-0.011190,20.87,1,-0.0821,6.91
-0.008193,20.84,1,-0.0603,6.76
-0.005269,20.82,1,-0.0404,6.61
-0.002590,20.79,0,-0.0235,6.45
0.000034,20.76,0,-0.0095,6.30
0.001446,20.74,0,0.0000,6.15
0.002278,20.71,0,0.0106,5.99
0.002816,20.65,0,0.0166,5.84
0.003194,20.60,0,0.0197,5.69
0.003443,20.55,0,0.0210,5.54
0.003373,20.49,0,0.0210,5.39
0.003154,20.44,0,0.0197,5.23
0.002788,20.38,0,0.0176,5.08
0.002273,20.33,0,0.0148,4.97
0.001524,20.25,0,0.0117,4.90
0.001061,20.17,0,0.0085,4.83
0.000651,20.08,0,0.0054,4.76
0.000291,19.97,0,0.0000,4.69
-0.000057,19.86,0,0.0000,4.63
-0.000357,19.75,0,0.0000,4.56
-0.000608,19.64,0,-0.0041,4.49
-0.000861,19.54,0,-0.0061,4.42
-0.001109,19.43,0,-0.0077,4.35
-0.001400,19.35,0,-0.0087,4.29
-0.001673,19.27,0,-0.0090,4.28
-0.001670,19.19,0,-0.0079,4.29
-0.001415,19.12,0,-0.0049,4.31
-0.000877,19.07,0,0.0000,4.32
0.000273,19.01,0,0.0060,4.34
0.001829,18.98,0,0.0132,4.35
0.003288,18.97,0,0.0207,4.37
0.004574,18.97,1,0.0272,4.38
0.005540,18.97,1,0.0319,4.40
0.006024,19.01,1,0.0342,4.40
0.005680,19.07,1,0.0342,4.40
0.004969,19.13,1,0.0325,4.40
0.004123,19.22,1,0.0297,4.39
0.003306,19.35,0,0.0268,4.38
0.002823,19.49,0,0.0247,4.37
0.002794,19.62,0,0.0240,4.36
0.003086,19.76,0,0.0249,4.35
0.003579,19.89,0,0.0271,4.36
0.004277,20.03,1,0.0302,4.38
0.005032,20.16,1,0.0336,4.40
0.005494,20.30,1,0.0370,4.42
0.005892,20.42,1,0.0400,4.44
0.006215,20.53,1,0.0424,4.44
0.006512,20.64,1,0.0438,4.39
0.006620,20.74,1,0.0445,4.35
0.006594,20.85,1,0.0445,4.31
0.006462,20.95,1,0.0436,4.29
0.006227,21.05,1,0.0423,4.27
0.005902,21.16,1,0.0410,4.30
0.005306,21.26,1,0.0405,4.34
0.005160,21.37,1,0.0413,4.38
0.005397,21.47,1,0.0435,4.42
0.006032,21.58,1,0.0469,4.46
0.007273,21.66,1,0.0514,4.50
0.008448,21.74,1,0.0567,4.54
0.009247,21.81,1,0.0623,4.59
0.009875,21.87,1,0.0670,4.66
0.010387,21.92,1,0.0691,4.72
0.011077,21.94,1,0.0679,4.78
0.010706,21.96,1,0.0635,4.84
0.009330,21.96,1,0.0554,4.90
0.007303,21.96,1,0.0451,4.94
0.004837,21.94,1,0.0340,4.97
0.001730,21.90,0,0.0238,4.99
0.000095,21.82,0,0.0159,5.02
-0.000003,21.74,0,0.0110,5.04
0.000544,21.63,0,0.0090,5.07
0.001432,21.52,0,0.0103,5.09
0.002354,21.40,0,0.0134,5.13
0.002799,21.25,0,0.0167,5.18
0.003073,21.09,0,0.0195,5.22
0.003220,20.93,0,0.0214,5.27
0.003277,20.77,0,0.0223,5.29
0.003301,20.58,0,0.0229,5.26
0.003326,20.39,0,0.0233,5.20
0.003352,20.20,0,0.0235,5.15
0.003369,20.00,0,0.0236,5.09
0.003417,19.79,0,0.0237,5.07
0.003430,19.58,0,0.0237,5.06
0.003409,19.40,0,0.0236,5.07
0.003380,19.21,0,0.0234,5.07
0.003338,19.02,0,0.0230,5.10
0.003292,18.83,0,0.0225,5.13
0.003129,18.65,0,0.0219,5.16
0.003027,18.47,0,0.0213,5.18
0.002931,18.28,0,0.0206,5.19
0.002838,18.12,0,0.0198,5.17
0.002752,17.96,0,0.0191,5.16
0.002597,17.79,0,0.0186,5.14
0.002526,17.64,0,0.0182,5.12
0.002476,17.50,0,0.0180,5.11
0.002455,17.37,0,0.0180,5.09
0.002536,17.23,0,0.0182,5.07
0.002617,17.10,0,0.0187,5.06
0.002746,16.97,0,0.0192,5.04
0.002869,16.86,0,0.0197,5.03
0.002968,16.75,0,0.0201,5.01
0.003029,16.64,0,0.0202,5.00
0.002969,16.53,0,0.0200,4.98
0.002878,16.42,0,0.0194,4.97
0.002745,16.32,0,0.0181,4.96
0.002575,16.23,0,0.0163,4.97
0.002208,16.15,0,0.0139,4.98
0.001729,16.09,0,0.0108,4.99
0.001184,16.03,0,0.0074,5.01
0.000557,15.98,0,0.0041,5.02
-0.000154,15.92,0,0.0000,5.03
-0.000718,15.87,0,0.0000,5.04
-0.000689,15.81,0,0.0000,5.03
-0.000360,15.76,0,0.0000,4.99
0.000263,15.73,0,0.0056,4.94
0.001286,15.71,0,0.0102,4.88
0.002558,15.68,0,0.0150,4.83
0.003295,15.66,0,0.0197,4.78
0.003830,15.66,0,0.0235,4.72
0.004160,15.66,1,0.0262,4.67
0.004296,15.66,1,0.0275,4.62
0.004123,15.66,1,0.0279,4.58
0.003983,15.66,0,0.0277,4.54
0.003841,15.66,0,0.0269,4.50
0.003702,15.66,0,0.0259,4.46
0.003577,15.71,0,0.0249,4.42
0.003379,15.76,0,0.0240,4.38
0.003253,15.83,0,0.0233,4.35
0.003153,15.91,0,0.0227,4.33
0.003084,16.00,0,0.0223,4.30
0.003104,16.11,0,0.0222,4.27
0.003113,16.21,0,0.0223,4.25
0.003185,16.32,0,0.0227,4.23
0.003279,16.44,0,0.0232,4.23
0.003387,16.58,0,0.0238,4.27
0.003534,16.71,0,0.0245,4.30
0.003617,16.85,0,0.0253,4.34
0.003722,17.00,0,0.0260,4.37
0.003820,17.16,0,0.0267,4.40
0.003911,17.32,0,0.0273,4.43
0.004047,17.51,1,0.0277,4.46
0.004057,17.70,1,0.0281,4.49
0.004086,17.90,1,0.0284,4.52
0.004097,18.12,1,0.0285,4.55
0.004123,18.31,1,0.0285,4.57
0.004070,18.50,1,0.0285,4.59
0.004057,18.71,1,0.0284,4.61
0.004035,18.93,1,0.0283,4.62
0.004013,19.15,1,0.0282,4.64
0.004047,19.39,1,0.0281,4.63
0.004003,19.64,1,0.0281,4.61
0.003990,19.88,0,0.0281,4.59
0.003990,20.13,0,0.0281,4.57
0.003996,20.40,0,0.0281,4.56
0.004038,20.68,1,0.0282,4.58
0.004025,20.95,1,0.0283,4.59
0.004046,21.22,1,0.0284,4.61
0.004070,21.49,1,0.0286,4.61
0.004098,21.75,1,0.0287,4.61
0.004170,21.99,1,0.0289,4.62
0.004155,22.24,1,0.0289,4.62
0.004178,22.44,1,0.0288,4.62
0.004166,22.60,1,0.0283,4.63
0.004101,22.73,1,0.0275,4.63
0.003942,22.82,0,0.0263,4.63
0.003629,22.90,0,0.0247,4.63
0.003316,22.96,0,0.0227,4.61
0.002970,22.99,0,0.0204,4.59
0.002604,23.01,0,0.0179,4.57
0.002178,23.01,0,0.0153,4.55
0.001767,23.01,0,0.0127,4.53
0.001409,22.98,0,0.0101,4.52
0.001060,22.94,0,0.0076,4.52
0.000722,22.89,0,0.0054,4.53
0.000314,22.82,0,0.0000,4.53
0.000114,22.74,0,0.0000,4.53
-0.000028,22.67,0,0.0000,4.53
-0.000122,22.59,0,0.0000,4.54
-0.000165,22.51,0,0.0000,4.54
-0.000142,22.44,0,0.0000,4.54
-0.000160,22.36,0,0.0000,4.54
-0.000161,22.29,0,0.0000,4.55
-0.000153,22.23,0,0.0000,4.55
-0.000151,22.16,0,0.0000,4.55
-0.000161,22.10,0,0.0000,4.55
-0.000145,22.06,0,0.0000,4.56
-0.000132,22.01,0,0.0000,4.56
-0.000118,21.96,0,0.0000,4.56
-0.000083,21.93,0,0.0000,4.56
-0.000027,21.91,0,0.0000,4.56
0.000017,21.89,0,0.0000,4.56
0.000068,21.86,0,0.0000,4.55
0.000128,21.83,0,0.0000,4.54
0.000185,21.81,0,0.0000,4.53
0.000243,21.78,0,0.0000,4.52
0.000293,21.76,0,0.0000,4.51
0.000313,21.76,0,0.0000,4.50
0.000288,21.76,0,0.0000,4.49
0.000079,21.79,0,0.0000,4.48
-0.000302,21.85,0,0.0000,4.47
-0.000774,21.94,0,-0.0090,4.46
-0.001390,22.04,0,-0.0171,4.45
-0.002190,22.15,0,-0.0284,4.44
-0.004672,22.28,1,-0.0422,4.43
-0.007887,22.41,1,-0.0579,4.42
-0.011185,22.55,1,-0.0737,4.41
-0.014146,22.71,1,-0.0876,4.40
-0.016410,22.87,1,-0.0979,4.41
-0.017179,23.03,1,-0.1039,4.43
-0.016151,23.18,1,-0.1047,4.48
-0.014927,23.35,1,-0.1047,4.52
-0.013867,23.51,1,-0.1019,4.55
-0.013464,23.67,1,-0.0978,4.54
-0.013167,23.82,1,-0.0948,4.53
-0.013129,23.96,1,-0.0933,4.51
-0.013127,24.08,1,-0.0928,4.49
-0.013158,24.16,1,-0.0927,4.49
-0.013350,24.24,1,-0.0928,4.47
-0.013388,24.31,1,-0.0925,4.45
-0.013420,24.38,1,-0.0913,4.45
-0.013233,24.46,1,-0.0886,4.49
-0.012782,24.53,1,-0.0843,4.51
-0.011957,24.59,1,-0.0786,4.50
-0.010448,24.64,1,-0.0716,4.50
-0.009036,24.71,1,-0.0640,4.49
-0.007689,24.76,1,-0.0561,4.48
-0.006501,24.80,1,-0.0489,4.48
-0.005551,24.82,1,-0.0431,4.47
-0.004911,24.85,1,-0.0388,4.47
-0.004720,24.88,1,-0.0360,4.47
-0.004679,24.90,1,-0.0345,4.47
-0.004740,24.93,1,-0.0341,4.48
-0.004885,24.96,1,-0.0346,4.50
-0.005010,24.98,1,-0.0356,4.51
-0.005196,25.01,1,-0.0370,4.53
-0.005413,25.03,1,-0.0385,4.54
-0.005656,25.03,1,-0.0401,4.55
-0.006052,25.03,1,-0.0419,4.56
-0.006276,25.03,1,-0.0438,4.55
-0.006536,25.03,1,-0.0461,4.54
-0.006796,25.03,1,-0.0496,4.54
-0.007090,25.03,1,-0.0550,4.53
-0.007702,25.03,1,-0.0633,4.50
-0.009107,25.03,1,-0.0749,4.47
-0.011480,25.03,1,-0.0898,4.46
-0.014556,25.03,1,-0.1047,4.49
-0.018152,25.05,1,-0.1047,4.54
-0.021744,25.07,1,-0.1047,4.63
-0.022688,25.10,1,-0.1047,4.74
-0.021858,25.13,1,-0.1047,4.85
-0.019617,25.15,1,-0.1047,4.93
-0.016457,25.15,1,-0.1047,4.96
-0.013623,25.16,1,-0.1047,5.01
-0.012915,25.19,1,-0.1047,5.07
-0.013142,25.20,1,-0.1018,5.15
-0.014031,25.20,1,-0.1011,5.23
-0.015604,25.18,1,-0.1028,5.31
-0.016012,25.13,1,-0.1047,5.33
-0.015779,25.07,1,-0.1047,5.33
-0.015343,24.98,1,-0.1047,5.32
-0.014826,24.87,1,-0.1034,5.27
-0.014341,24.72,1,-0.1005,5.22
-0.013765,24.55,1,-0.0974,5.16
-0.013369,24.38,1,-0.0945,5.11
-0.013026,24.19,1,-0.0916,5.07
-0.012735,23.99,1,-0.0889,5.02
-0.012460,23.78,1,-0.0862,4.98
-0.011950,23.56,1,-0.0834,4.94
-0.011557,23.33,1,-0.0805,4.91
-0.011107,23.09,1,-0.0771,4.91
-0.010600,22.84,1,-0.0736,4.90
-0.010045,22.57,1,-0.0701,4.85
-0.009414,22.29,1,-0.0666,4.78
-0.008925,22.02,1,-0.0630,4.72
-0.008455,21.75,1,-0.0594,4.66
-0.008015,21.47,1,-0.0559,4.65
-0.007545,21.18,1,-0.0525,4.67
-0.006990,20.88,1,-0.0492,4.71
-0.006538,20.58,1,-0.0455,4.74
-0.006068,20.29,1,-0.0418,4.72
-0.005585,19.99,1,-0.0379,4.70
-0.004795,19.67,1,-0.0340,4.68
-0.004239,19.34,1,-0.0299,4.66
-0.003666,19.02,0,-0.0256,4.62
-0.003088,18.69,0,-0.0212,4.56
-0.002494,18.37,0,-0.0172,4.49
-0.001750,18.02,0,-0.0134,4.42
-0.001203,17.68,0,-0.0099,4.36
-0.000747,17.35,0,-0.0070,4.30
-0.000403,17.02,0,-0.0048,4.28
-0.000195,16.67,0,0.0000,4.27
-0.000168,16.33,0,0.0000,4.25
-0.000312,16.01,0,0.0000,4.23
-0.000490,15.68,0,0.0000,4.22
-0.000679,15.38,0,-0.0050,4.21
-0.000911,15.05,0,-0.0064,4.21
-0.001136,14.74,0,-0.0077,4.21
-0.001322,14.45,0,-0.0090,4.21
-0.001502,14.17,0,-0.0102,4.21
-0.001670,13.87,0,-0.0111,4.20
-0.001828,13.59,0,-0.0117,4.20
-0.001832,13.32,0,-0.0120,4.20
-0.001803,13.05,0,-0.0120,4.20
-0.001732,12.81,0,-0.0116,4.20
-0.001620,12.56,0,-0.0110,4.19
-0.001481,12.31,0,-0.0103,4.19
-0.001345,12.06,0,-0.0095,4.18
-0.001230,11.82,0,-0.0086,4.17
-0.001116,11.61,0,-0.0078,4.17
-0.001002,11.41,0,-0.0070,4.16
-0.000850,11.22,0,-0.0063,4.21
-0.000764,11.03,0,-0.0057,4.29
-0.000692,10.86,0,-0.0052,4.38
-0.000638,10.72,0,-0.0048,4.48
-0.000623,10.59,0,-0.0045,4.58
-0.000604,10.48,0,-0.0044,4.66
-0.000596,10.39,0,-0.0043,4.68
-0.000598,10.31,0,-0.0042,4.65
-0.000601,10.26,0,-0.0042,4.62
-0.000600,10.23,0,-0.0042,4.59
-0.000607,10.20,0,-0.0042,4.56
-0.000611,10.17,0,-0.0043,4.52
-0.000612,10.15,0,-0.0043,4.49
-0.000615,10.15,0,-0.0044,4.46
-0.000641,10.15,0,-0.0045,4.43
-0.000652,10.15,0,-0.0047,4.39
-0.000683,10.15,0,-0.0048,4.36
-0.000714,10.18,0,-0.0050,4.33
-0.000741,10.21,0,-0.0052,4.30
-0.000778,10.23,0,-0.0054,4.29
-0.000818,10.26,0,-0.0057,4.28
-0.000840,10.29,0,-0.0059,4.27
-0.000867,10.34,0,-0.0061,4.27
-0.000904,10.36,0,-0.0064,4.26
-0.000963,10.39,0,-0.0066,4.26
-0.000972,10.43,0,-0.0068,4.25
-0.001005,10.48,0,-0.0071,4.24
-0.001040,10.53,0,-0.0073,4.24
-0.001072,10.55,0,-0.0075,4.23
-0.001119,10.58,0,-0.0078,4.22
-0.001145,10.61,0,-0.0080,4.22
-0.001173,10.64,0,-0.0082,4.22
-0.001198,10.70,0,-0.0084,4.22
-0.001235,10.78,0,-0.0086,4.22
-0.001277,10.86,0,-0.0087,4.23
-0.001285,10.94,0,-0.0088,4.23
-0.001286,11.03,0,-0.0087,4.23
-0.001272,11.14,0,-0.0086,4.23
-0.001240,11.25,0,-0.0084,4.23
-0.001150,11.37,0,-0.0080,4.23
-0.001092,11.48,0,-0.0077,4.24
-0.001025,11.58,0,-0.0072,4.26
-0.000959,11.67,0,-0.0067,4.30
-0.000917,11.73,0,-0.0062,4.35
-0.000818,11.79,0,-0.0058,4.39
-0.000749,11.83,0,-0.0053,4.43
-0.000685,11.86,0,-0.0048,4.48
-0.000624,11.88,0,-0.0043,4.52
-0.000557,11.88,0,0.0000,4.56
-0.000471,11.88,0,0.0000,4.54
-0.000414,11.87,0,0.0000,4.48
-0.000355,11.84,0,0.0000,4.41
-0.000291,11.81,0,0.0000,4.38
-0.000201,11.78,0,0.0000,4.36
-0.000140,11.76,0,0.0000,4.33
-0.000072,11.73,0,0.0000,4.30
-0.000005,11.70,0,0.0000,4.28
0.000049,11.68,0,0.0000,4.25
0.000015,11.65,0,0.0000,4.24
-0.000188,11.63,0,0.0000,4.25
-0.000537,11.63,0,-0.0059,4.27
-0.001017,11.63,0,-0.0090,4.29
-0.001619,11.63,0,-0.0123,4.31
-0.002557,11.63,0,-0.0155,4.34
-0.003071,11.64,0,-0.0181,4.36
-0.003334,11.67,0,-0.0194,4.38
-0.003351,11.69,0,-0.0194,4.40
-0.003133,11.72,0,-0.0178,4.42
-0.002318,11.75,0,-0.0153,4.41
-0.001614,11.77,0,-0.0121,4.39
-0.001012,11.77,0,-0.0087,4.37
-0.000521,11.77,0,-0.0055,4.35
-0.000140,11.77,0,0.0000,4.33
0.000033,11.75,0,0.0000,4.31
0.000056,11.74,0,0.0000,4.29
0.000053,11.74,0,0.0000,4.27
0.000035,11.73,0,0.0000,4.25
0.000013,11.73,0,0.0000,4.23
0.000025,11.73,0,0.0000,4.21
0.000010,11.73,0,0.0000,4.19
-0.000005,11.74,0,0.0000,4.17
-0.000012,11.77,0,0.0000,4.17
-0.000000,11.82,0,0.0000,4.18
-0.000020,11.88,0,0.0000,4.19
-0.000004,11.95,0,0.0000,4.20
0.000015,12.06,0,0.0000,4.21
0.000024,12.17,0,0.0000,4.22
0.000034,12.29,0,0.0000,4.23
0.000065,12.43,0,0.0000,4.24
0.000069,12.56,0,0.0000,4.25
0.000079,12.70,0,0.0000,4.26
0.000105,12.83,0,0.0000,4.27
0.000116,12.97,0,0.0000,4.27
0.000123,13.10,0,0.0000,4.28
0.000139,13.24,0,0.0000,4.29
0.000154,13.38,0,0.0000,4.30
0.000160,13.54,0,0.0000,4.31
0.000176,13.70,0,0.0000,4.32
0.000198,13.87,0,0.0000,4.33
0.000208,14.03,0,0.0000,4.34
0.000217,14.19,0,0.0000,4.35
0.000246,14.35,0,0.0000,4.36
0.000254,14.51,0,0.0000,4.37
0.000265,14.68,0,0.0000,4.38
0.000278,14.84,0,0.0000,4.38
0.000284,15.00,0,0.0000,4.37
0.000270,15.16,0,0.0000,4.37
0.000265,15.32,0,0.0000,4.36
0.000241,15.49,0,0.0000,4.35
0.000218,15.65,0,0.0000,4.34
0.000197,15.81,0,0.0000,4.34
0.000188,15.96,0,0.0000,4.33
0.000156,16.07,0,0.0000,4.32
0.000135,16.17,0,0.0000,4.31
0.000118,16.24,0,0.0000,4.31
0.000101,16.30,0,0.0000,4.30
0.000068,16.35,0,0.0000,4.29
0.000050,16.37,0,0.0000,4.28
0.000035,16.37,0,0.0000,4.28
0.000017,16.33,0,0.0000,4.27
-0.000005,16.28,0,0.0000,4.26
-0.000034,16.21,0,0.0000,4.25
-0.000053,16.11,0,0.0000,4.25
-0.000076,16.00,0,0.0000,4.24
-0.000098,15.89,0,0.0000,4.23
-0.000115,15.78,0,0.0000,4.22
-0.000140,15.65,0,0.0000,4.22
-0.000149,15.51,0,0.0000,4.21
-0.000157,15.38,0,0.0000,4.20
-0.000159,15.23,0,0.0000,4.20
-0.000150,15.07,0,0.0000,4.19
-0.000126,14.91,0,0.0000,4.18
-0.000111,14.72,0,0.0000,4.17
-0.000094,14.50,0,0.0000,4.17
-0.000079,14.28,0,0.0000,4.17
-0.000072,14.04,0,0.0000,4.18
-0.000049,13.79,0,0.0000,4.18
-0.000045,13.55,0,0.0000,4.19
-0.000027,13.31,0,0.0000,4.19
-0.000000,13.07,0,0.0000,4.20
0.000013,12.82,0,0.0000,4.21
0.000032,12.58,0,0.0000,4.21
0.000048,12.34,0,0.0000,4.22
0.000060,12.09,0,0.0000,4.23
0.000075,11.85,0,0.0000,4.23
0.000103,11.61,0,0.0000,4.24
0.000113,11.36,0,0.0000,4.24
0.000130,11.12,0,0.0000,4.25
0.000142,10.88,0,0.0000,4.26
0.000149,10.65,0,0.0000,4.26
0.000150,10.44,0,0.0000,4.27
0.000141,10.23,0,0.0000,4.28
0.000133,10.04,0,0.0000,4.28
0.000111,9.85,0,0.0000,4.29
0.000066,9.68,0,0.0000,4.29
0.000024,9.52,0,0.0000,4.30
-0.000013,9.37,0,0.0000,4.31
-0.000054,9.23,0,0.0000,4.31
-0.000089,9.10,0,0.0000,4.32
-0.000113,8.98,0,0.0000,4.32
-0.000163,8.88,0,0.0000,4.33
-0.000195,8.77,0,0.0000,4.34
-0.000229,8.67,0,0.0000,4.34
-0.000264,8.62,0,0.0000,4.35
-0.000304,8.57,0,0.0000,4.36
-0.000341,8.53,0,0.0000,4.36
-0.000385,8.52,0,0.0000,4.37
-0.000418,8.53,0,0.0000,4.37
-0.000447,8.55,0,0.0000,4.38
-0.000499,8.60,0,0.0000,4.39
-0.000538,8.68,0,0.0000,4.39
-0.000555,8.76,0,0.0000,4.40
-0.000573,8.87,0,0.0000,4.41
-0.000578,8.98,0,0.0000,4.41
-0.000526,9.09,0,0.0000,4.42
-0.000450,9.20,0,0.0000,4.41
-0.000362,9.30,0,0.0000,4.39
-0.000261,9.40,0,0.0000,4.37
-0.000156,9.48,0,0.0000,4.35
-0.000043,9.56,0,0.0000,4.33
0.000090,9.65,0,0.0000,4.31
0.000188,9.73,0,0.0000,4.29
0.000269,9.81,0,0.0000,4.27
0.000317,9.89,0,0.0000,4.25
0.000018,10.00,0,-0.0045,4.23
-0.000707,10.11,0,-0.0091,4.21
-0.001677,10.22,0,-0.0159,4.19
-0.002910,10.33,0,-0.0240,4.17
-0.004389,10.47,1,-0.0330,4.15
-0.006516,10.60,1,-0.0423,4.13
-0.007820,10.74,1,-0.0516,4.13
-0.008985,10.87,1,-0.0605,4.17
-0.010003,11.01,1,-0.0684,4.21
-0.010999,11.14,1,-0.0743,4.30
-0.011833,11.28,1,-0.0787,4.35
-0.012280,11.43,1,-0.0814,4.38
-0.012422,11.59,1,-0.0816,4.39
-0.012220,11.76,1,-0.0795,4.42
-0.011623,11.92,1,-0.0752,4.45
-0.010202,12.07,1,-0.0692,4.48
-0.008887,12.20,1,-0.0617,4.50
-0.007561,12.34,1,-0.0528,4.51
-0.006260,12.45,1,-0.0433,4.51
-0.004949,12.56,1,-0.0342,4.50
-0.003321,12.65,0,-0.0256,4.51
-0.002120,12.73,0,-0.0179,4.52
-0.001076,12.81,0,-0.0120,4.54
-0.000266,12.87,0,-0.0083,4.55
0.000075,12.93,0,-0.0073,4.56
-0.000340,12.98,0,-0.0088,4.57
-0.001240,13.03,0,-0.0122,4.58
-0.002371,13.09,0,-0.0164,4.59
-0.003561,13.14,0,-0.0205,4.59
-0.004460,13.17,1,-0.0233,4.58
-0.004481,13.20,1,-0.0241,4.57
-0.004007,13.26,1,-0.0229,4.56
-0.003174,13.31,0,-0.0203,4.55
-0.002082,13.36,0,-0.0173,4.56
-0.001108,13.42,0,-0.0151,4.57
-0.000985,13.47,0,-0.0147,4.59
-0.001422,13.52,0,-0.0173,4.60
-0.002318,13.55,0,-0.0217,4.61
-0.003654,13.58,0,-0.0274,4.62
-0.005683,13.60,1,-0.0328,4.61
-0.006545,13.62,1,-0.0367,4.60
-0.006773,13.62,1,-0.0374,4.57
-0.006386,13.62,1,-0.0350,4.55
-0.005379,13.62,1,-0.0295,4.54
-0.002976,13.65,0,-0.0225,4.54
-0.001287,13.67,0,-0.0154,4.54
-0.000145,13.70,0,-0.0097,4.55
0.000443,13.73,0,-0.0063,4.55
0.000379,13.74,0,-0.0066,4.55
-0.000726,13.74,0,-0.0094,4.55
-0.002028,13.74,0,-0.0139,4.55
-0.003193,13.75,0,-0.0189,4.55
-0.004108,13.78,1,-0.0232,4.55
-0.004670,13.80,1,-0.0257,4.55
-0.004529,13.83,1,-0.0262,4.54
-0.003964,13.86,0,-0.0248,4.55
-0.003249,13.88,0,-0.0220,4.55
-0.002488,13.91,0,-0.0183,4.57
-0.001780,13.94,0,-0.0147,4.58
-0.001287,13.96,0,-0.0116,4.59
-0.001043,13.99,0,-0.0091,4.60
-0.000898,14.02,0,-0.0073,4.61
-0.000829,14.05,0,-0.0061,4.62
-0.000762,14.07,0,-0.0054,4.62
-0.000692,14.10,0,-0.0049,4.61
-0.000635,14.13,0,-0.0045,4.61
-0.000575,14.18,0,-0.0040,4.61
-0.000514,14.24,0,0.0000,4.61
-0.000453,14.32,0,0.0000,4.61
-0.000386,14.40,0,0.0000,4.61
-0.000326,14.48,0,0.0000,4.61
-0.000268,14.56,0,0.0000,4.61
-0.000216,14.64,0,0.0000,4.61
-0.000141,14.73,0,0.0000,4.61
-0.000070,14.81,0,0.0000,4.61
-0.000016,14.89,0,0.0000,4.60
